batch,total_loss,img_recall_loss,text_loss,weight_ce_loss
26400,0.05349372327327728,0.0,0.0,0.05349372327327728
26500,0.019999999552965164,0.0,0.0,0.019999999552965164
26600,0.03429572284221649,0.0,0.0,0.03429572284221649
26700,0.047986432909965515,0.0,0.0,0.047986432909965515
26800,0.019999999552965164,0.0,0.0,0.019999999552965164
26900,0.03229314833879471,0.0,0.0,0.03229314833879471
27000,0.045226097106933594,0.0,0.0,0.045226097106933594
27100,0.019999999552965164,0.0,0.0,0.019999999552965164
27200,0.03169863298535347,0.0,0.0,0.03169863298535347
27300,0.04556146264076233,0.0,0.0,0.04556146264076233
27400,0.019999999552965164,0.0,0.0,0.019999999552965164
27500,0.031709883362054825,0.0,0.0,0.031709883362054825
27600,0.0449320450425148,0.0,0.0,0.0449320450425148
27700,0.019999999552965164,0.0,0.0,0.019999999552965164
27800,0.03164006024599075,0.0,0.0,0.03164006024599075
27900,0.04492410272359848,0.0,0.0,0.04492410272359848
28000,0.019999999552965164,0.0,0.0,0.019999999552965164
28100,0.03161335363984108,0.0,0.0,0.03161335363984108
28200,0.04497702419757843,0.0,0.0,0.04497702419757843
28300,0.019999999552965164,0.0,0.0,0.019999999552965164
28400,0.03182494640350342,0.0,0.0,0.03182494640350342
28500,0.044986650347709656,0.0,0.0,0.044986650347709656
28600,0.019999999552965164,0.0,0.0,0.019999999552965164
28700,0.04323618859052658,0.0,0.0,0.04323618859052658
28800,0.08620192855596542,0.0,0.0,0.08620192855596542
28900,0.019999999552965164,0.0,0.0,0.019999999552965164
29000,0.03446454182267189,0.0,0.0,0.03446454182267189
29100,0.05893167853355408,0.0,0.0,0.05893167853355408
29200,0.019999999552965164,0.0,0.0,0.019999999552965164
29300,0.03292464464902878,0.0,0.0,0.03292464464902878
29400,0.04564366489648819,0.0,0.0,0.04564366489648819
29500,0.019999999552965164,0.0,0.0,0.019999999552965164
29600,0.031834445893764496,0.0,0.0,0.031834445893764496
29700,0.05417874455451965,0.0,0.0,0.05417874455451965
29800,0.019999999552965164,0.0,0.0,0.019999999552965164
29900,0.03186045587062836,0.0,0.0,0.03186045587062836
30000,0.04670722782611847,0.0,0.0,0.04670722782611847
30100,0.019999999552965164,0.0,0.0,0.019999999552965164
30200,0.03173776715993881,0.0,0.0,0.03173776715993881
30300,0.049463026225566864,0.0,0.0,0.049463026225566864
30400,0.019999999552965164,0.0,0.0,0.019999999552965164
30500,0.031662166118621826,0.0,0.0,0.031662166118621826
30600,0.04528836905956268,0.0,0.0,0.04528836905956268
30700,0.019999999552965164,0.0,0.0,0.019999999552965164
30800,0.03174200281500816,0.0,0.0,0.03174200281500816
30900,0.04532186686992645,0.0,0.0,0.04532186686992645
31000,0.019999999552965164,0.0,0.0,0.019999999552965164
31100,0.03165879100561142,0.0,0.0,0.03165879100561142
31200,0.045183151960372925,0.0,0.0,0.045183151960372925
31300,0.019999999552965164,0.0,0.0,0.019999999552965164
31400,0.03167713060975075,0.0,0.0,0.03167713060975075
31500,0.04596647620201111,0.0,0.0,0.04596647620201111
31600,0.019999999552965164,0.0,0.0,0.019999999552965164
31700,0.03223959729075432,0.0,0.0,0.03223959729075432
31800,0.04549802094697952,0.0,0.0,0.04549802094697952
31900,0.019999999552965164,0.0,0.0,0.019999999552965164
32000,0.040424659848213196,0.0,0.0,0.040424659848213196
32100,0.08906280249357224,0.0,0.0,0.08906280249357224
32200,0.019999999552965164,0.0,0.0,0.019999999552965164
32300,0.033355988562107086,0.0,0.0,0.033355988562107086
32400,0.04637361317873001,0.0,0.0,0.04637361317873001
32500,0.019999999552965164,0.0,0.0,0.019999999552965164
32600,0.03171384334564209,0.0,0.0,0.03171384334564209
32700,0.051551297307014465,0.0,0.0,0.051551297307014465
32800,0.019999999552965164,0.0,0.0,0.019999999552965164
32900,0.03192352503538132,0.0,0.0,0.03192352503538132
33000,0.0465732216835022,0.0,0.0,0.0465732216835022
33100,0.019999999552965164,0.0,0.0,0.019999999552965164
33200,0.03165430948138237,0.0,0.0,0.03165430948138237
33300,0.0451030358672142,0.0,0.0,0.0451030358672142
33400,0.019999999552965164,0.0,0.0,0.019999999552965164
33500,0.03160949796438217,0.0,0.0,0.03160949796438217
33600,0.045502789318561554,0.0,0.0,0.045502789318561554
33700,0.019999999552965164,0.0,0.0,0.019999999552965164
33800,0.03208813816308975,0.0,0.0,0.03208813816308975
33900,0.044982582330703735,0.0,0.0,0.044982582330703735
34000,0.019999999552965164,0.0,0.0,0.019999999552965164
